unix,date,symbol,open,high,low,close,Volume EUR,Volume BTC
1652918400000,2022-05-19 00:00:00,BTC/EUR,27395.41686,28826.0,27349.98266,28671.0,17313403.63130796,603.86465876
1652832000000,2022-05-18 00:00:00,BTC/EUR,28844.34286631,29069.0,27346.0,27379.0,10918880.71591977,398.80494963
1652745600000,2022-05-17 00:00:00,BTC/EUR,28613.0,29363.52777,27958.0,28862.80196911,11424982.92514948,395.83762302
1652659200000,2022-05-16 00:00:00,BTC/EUR,30115.0,30115.0,27923.487,28626.0,8676434.40841788,303.09629038
1652572800000,2022-05-15 00:00:00,BTC/EUR,28873.0,30194.0,28329.0,30108.0,4300700.67157068,142.84245621
1652486400000,2022-05-14 00:00:00,BTC/EUR,28178.6948,29217.0,27531.2841,29009.0,3935117.44396571,135.65160619
1652400000000,2022-05-13 00:00:00,BTC/EUR,28016.8699,29920.0,27786.4748,28174.0,11225894.8134383,398.44874045
1652313600000,2022-05-12 00:00:00,BTC/EUR,27738.37352,28885.7217,25406.0,27988.0,48807942.26596968,1743.88817586
1652227200000,2022-05-11 00:00:00,BTC/EUR,29498.2738599,30482.0,26530.5285,27646.0,47285585.27096346,1710.39518451
1652140800000,2022-05-10 00:00:00,BTC/EUR,28520.37875516,30913.92976,28268.266644,29507.74594981,40455434.0119289,1371.01065194
1652054400000,2022-05-09 00:00:00,BTC/EUR,32346.0,32564.0,28509.0,28518.0,45122566.41522546,1582.24862947
1651968000000,2022-05-08 00:00:00,BTC/EUR,33661.10824,33693.0,32035.0,32338.0,12910193.308527641,399.22670878
1651881600000,2022-05-07 00:00:00,BTC/EUR,34168.30964,34284.0,33042.98616,33663.0,5841476.96486844,173.52811588
1651795200000,2022-05-06 00:00:00,BTC/EUR,34693.0,34790.0,33355.0,34184.42632,45813875.35052527,1340.19728521
1651708800000,2022-05-05 00:00:00,BTC/EUR,37384.0,37536.0,33407.0,34710.0,40495967.8114095,1166.69454945
1651622400000,2022-05-04 00:00:00,BTC/EUR,35865.0,37797.0,35817.0,37372.0,41970353.79165012,1123.04275371
1651536000000,2022-05-03 00:00:00,BTC/EUR,36642.0,36770.0,35680.0,35871.0,20427393.592713363,569.46819416
1651449600000,2022-05-02 00:00:00,BTC/EUR,36531.0,37306.0,36279.0,36657.0,19688747.4684027,537.1074411
1651363200000,2022-05-01 00:00:00,BTC/EUR,35709.0,36711.0,35483.0,36521.0,8157137.281372541,223.35470774
1651276800000,2022-04-30 00:00:00,BTC/EUR,36621.4836,36794.0,35689.25555,35717.0,5389575.34767003,150.89664159
1651190400000,2022-04-29 00:00:00,BTC/EUR,37855.0,37942.0,36191.0,36619.5869,16957835.46284259,463.08101479
1651104000000,2022-04-28 00:00:00,BTC/EUR,37148.0,38453.0,37039.42977,37879.0,34747208.74880963,917.32117397
1651017600000,2022-04-27 00:00:00,BTC/EUR,35820.0,37415.0,35644.0,37199.0,29157115.162547372,783.81448863
1650931200000,2022-04-26 00:00:00,BTC/EUR,37793.090694,38209.0,35445.0,35836.0,22840968.812482763,637.37495291
1650844800000,2022-04-25 00:00:00,BTC/EUR,36526.0,37929.0,35572.0,37774.424674,35893201.27489896,950.19848971
1650758400000,2022-04-24 00:00:00,BTC/EUR,36525.0,37009.0,36068.0,36530.0,11642025.5610789,318.69766113000003
1650672000000,2022-04-23 00:00:00,BTC/EUR,36782.0,37133.0,36404.0,36531.88719853,4043147.5120775346,110.67447707
1650585600000,2022-04-22 00:00:00,BTC/EUR,37381.3209,37754.0,36303.0,36781.0,19010105.40474195,516.84580095
1650499200000,2022-04-21 00:00:00,BTC/EUR,38130.0,39471.0,36730.0,37382.0,19413742.51251986,519.33397123
1650412800000,2022-04-20 00:00:00,BTC/EUR,38463.0,38971.0,37707.0,38136.39021,27787695.05663458,728.63988709
1650326400000,2022-04-19 00:00:00,BTC/EUR,37866.07898,38726.0,37592.89216894,38464.0,13498960.0166144,350.9504996
1650240000000,2022-04-18 00:00:00,BTC/EUR,36695.0,38150.0,35728.0,37880.0,17053077.294648,450.1868346
1650153600000,2022-04-17 00:00:00,BTC/EUR,37356.0,37555.0,36574.0,36726.3781,4558848.895109393,124.13009752
1650067200000,2022-04-16 00:00:00,BTC/EUR,37519.499625,37643.0,37005.0,37386.0,3444009.11969382,92.12028887
1649980800000,2022-04-15 00:00:00,BTC/EUR,36903.0,37805.0,36820.0,37530.0,11628607.7832417,309.84832889
1649894400000,2022-04-14 00:00:00,BTC/EUR,37719.91437781,38190.0,36553.158892,36906.0,31266368.81288844,847.18931374
1649808000000,2022-04-13 00:00:00,BTC/EUR,37045.0,38172.0,36605.0,37787.0,15022094.69107695,397.54663485
1649721600000,2022-04-12 00:00:00,BTC/EUR,36432.0,37555.0,36183.0,37025.0,18673908.48926075,504.35944603
1649635200000,2022-04-11 00:00:00,BTC/EUR,38727.0,38960.0,36043.0,36325.0,17756883.95452875,488.83369455
1649548800000,2022-04-10 00:00:00,BTC/EUR,39335.0,40472.0,38484.69786687,38743.0,17087632.31327631,441.05083017
1649462400000,2022-04-09 00:00:00,BTC/EUR,38830.32966022,39375.0,38745.0,39354.0,3882429.0516228,98.6539882
1649376000000,2022-04-08 00:00:00,BTC/EUR,39992.80864,40457.0,38744.0,38847.6075,15841966.093051754,407.79772842
1649289600000,2022-04-07 00:00:00,BTC/EUR,39636.0,40244.0,39236.0,39976.0,18130610.66746112,453.53738912
1649203200000,2022-04-06 00:00:00,BTC/EUR,41705.0,41809.0,39611.0,39637.0,23581596.83066044,594.93899212
1649116800000,2022-04-05 00:00:00,BTC/EUR,42456.0,43034.0,41595.0,41697.0,9865358.85573486,236.59637038
1649030400000,2022-04-04 00:00:00,BTC/EUR,42004.612328,42736.87341,41156.0,42476.0,13670083.524018321,321.83076382
1648944000000,2022-04-03 00:00:00,BTC/EUR,41479.0,43115.0,41191.0,41993.0,7589075.569348981,180.72239586
1648857600000,2022-04-02 00:00:00,BTC/EUR,41907.0,42756.0,41308.0,41475.0,7568890.806098999,182.49284644
1648771200000,2022-04-01 00:00:00,BTC/EUR,41122.0,42360.0,39971.0,41907.0,22159026.002609253,528.76669775
1648684800000,2022-03-31 00:00:00,BTC/EUR,42158.0,42939.0,40822.0,41128.0,29024146.292474404,705.7028373
1648598400000,2022-03-30 00:00:00,BTC/EUR,42768.0,42807.97302,41835.0,42121.0,25396011.47833355,602.92992755
1648512000000,2022-03-29 00:00:00,BTC/EUR,42843.0,43425.0,42311.0,42757.0,26568987.967712194,621.3950456700001
1648425600000,2022-03-28 00:00:00,BTC/EUR,42614.208,43860.0,42492.0,42833.0,16863000.72676611,393.69179667
1648339200000,2022-03-27 00:00:00,BTC/EUR,40548.0,42675.06136,40238.0,42629.0,7922596.680890149,185.84993035
1648252800000,2022-03-26 00:00:00,BTC/EUR,40387.0,40770.0,40169.0,40547.0,1467816.10842425,36.200362750000004
1648166400000,2022-03-25 00:00:00,BTC/EUR,39973.0,40936.0,39562.0,40366.0,17879587.40042022,442.93681317
1648080000000,2022-03-24 00:00:00,BTC/EUR,38992.0,40268.0,38804.0,39973.0,15030872.983268969,376.02564189
1647993600000,2022-03-23 00:00:00,BTC/EUR,38404.0,39069.0,37868.0,38967.30222,11165501.551340528,286.53514396
1647907200000,2022-03-22 00:00:00,BTC/EUR,37219.0,39426.0,37145.0,38415.0,15804051.512464799,411.40313712
1647820800000,2022-03-21 00:00:00,BTC/EUR,37368.0,37629.57444,36698.4016,37219.0,9434319.307364771,253.48126783
1647734400000,2022-03-20 00:00:00,BTC/EUR,38178.0,38226.0,37000.0,37363.0,3182395.51046982,85.17505314
1647648000000,2022-03-19 00:00:00,BTC/EUR,37780.0,38350.0,37476.0,38167.23678047,4228581.667253734,110.79087783
1647561600000,2022-03-18 00:00:00,BTC/EUR,36900.0,38372.0,36281.0,37762.0,21982269.416261017,582.12672571
1647475200000,2022-03-17 00:00:00,BTC/EUR,37327.0,37597.0,36494.0,36895.0,12329680.471169049,334.18296439
1647388800000,2022-03-16 00:00:00,BTC/EUR,35849.0,38069.0,35449.09462,37357.0,40135238.36335946,1074.36995378
1647302400000,2022-03-15 00:00:00,BTC/EUR,36293.0,36489.0,34784.0,35849.0,27539887.11852169,768.2191168100001
1647216000000,2022-03-14 00:00:00,BTC/EUR,34546.0,36575.0,34283.0,36289.0,25895338.44309104,713.58644336
1647129600000,2022-03-13 00:00:00,BTC/EUR,35560.0,36025.0,34279.0,34542.0,6170822.94759084,178.64695002
1647043200000,2022-03-12 00:00:00,BTC/EUR,35499.0,36150.0,35450.0,35572.0,2717121.79313312,76.38372296
1646956800000,2022-03-11 00:00:00,BTC/EUR,35834.0,36499.0,34767.0,35500.0,35493970.79573,999.8301632600001
1646870400000,2022-03-10 00:00:00,BTC/EUR,37904.0,38034.16221,34806.52962,35833.0,45960861.10892045,1282.64061365
1646784000000,2022-03-09 00:00:00,BTC/EUR,35567.0,38788.0,35502.0,37895.0,38348258.2403206,1011.96089828
1646697600000,2022-03-08 00:00:00,BTC/EUR,35007.0,36036.0,34893.0,35586.0,48522901.309434,1363.539069
1646611200000,2022-03-07 00:00:00,BTC/EUR,35374.0,36381.0,34247.0,34993.0,46371199.55127072,1325.15644704
1646524800000,2022-03-06 00:00:00,BTC/EUR,35968.0,36268.85011,34825.0,35374.0,8539413.370933961,241.40366854
1646438400000,2022-03-05 00:00:00,BTC/EUR,35782.0,36194.0,35284.0,36015.0,5878669.4257368,163.22836112
1646352000000,2022-03-04 00:00:00,BTC/EUR,38395.18485,38447.0,35278.68657,35778.0,36988864.30358736,1033.84382312
1646265600000,2022-03-03 00:00:00,BTC/EUR,39539.0,39848.0,37845.0,38384.298573,20594271.855005037,536.52854476
1646179200000,2022-03-02 00:00:00,BTC/EUR,39935.0,40976.0,39070.0,39553.0,42728633.48806519,1080.28805623
1646092800000,2022-03-01 00:00:00,BTC/EUR,38521.0,40282.0,38298.0,39930.0,35677599.6132831,893.50362167
1646006400000,2022-02-28 00:00:00,BTC/EUR,33750.0,39456.0,33517.0,38523.0,41166434.25573381,1068.61963647
1645920000000,2022-02-27 00:00:00,BTC/EUR,34732.0,35385.0,33190.0,33726.0,20149411.39523928,597.44444628
1645833600000,2022-02-26 00:00:00,BTC/EUR,34811.0,35773.0,34271.488832,34707.0,9472421.06023314,272.92537702
1645747200000,2022-02-25 00:00:00,BTC/EUR,34298.0,35399.0,34050.0,34813.0,30399014.25168932,873.20869364
1645660800000,2022-02-24 00:00:00,BTC/EUR,32997.0,35647.0,30655.0,34298.0,72798285.73463446,2122.52276327
1645574400000,2022-02-23 00:00:00,BTC/EUR,33819.0,34655.0,32848.0,32971.0,12048477.17205433,365.42650123
1645488000000,2022-02-22 00:00:00,BTC/EUR,32797.15951,33967.0,32210.0,33785.0,19492878.59978665,576.96843569
1645401600000,2022-02-21 00:00:00,BTC/EUR,33957.78419,34791.0,32558.0,32782.0,25025165.9208408,763.3813044
1645315200000,2022-02-20 00:00:00,BTC/EUR,35460.0,35473.0,33600.0,33935.0,9451366.21870375,278.51381225
1645228800000,2022-02-19 00:00:00,BTC/EUR,35337.0,35752.0,35041.0,35453.0,4740262.29832012,133.70553404
1645142400000,2022-02-18 00:00:00,BTC/EUR,35675.0,36042.0,34699.582725,35359.0,19191409.220689047,542.75882295
1645056000000,2022-02-17 00:00:00,BTC/EUR,38592.0,38839.0,35312.0,35682.0,31659972.7952892,887.2813406
1644969600000,2022-02-16 00:00:00,BTC/EUR,39248.0,39253.0,38131.0,38604.0,11733859.09219788,303.95448897
1644883200000,2022-02-15 00:00:00,BTC/EUR,37647.0,39416.0,37542.0,39237.0,17938051.92435729,457.17185117
1644796800000,2022-02-14 00:00:00,BTC/EUR,37032.0,37902.0,36564.793125,37635.0,22772237.544361502,605.0813749
1644710400000,2022-02-13 00:00:00,BTC/EUR,37219.0,37699.0,36932.0,37031.0,5577485.58534092,150.61666132
1644624000000,2022-02-12 00:00:00,BTC/EUR,37364.0,37919.0,36766.707712,37217.0,7564065.38837286,203.24221158
1644537600000,2022-02-11 00:00:00,BTC/EUR,38158.0,38594.0,37017.0,37357.17466814,33777452.03236844,904.1757663
1644451200000,2022-02-10 00:00:00,BTC/EUR,38909.0,39968.0,37949.0,38166.0,40901840.55384234,1071.68266399
1644364800000,2022-02-09 00:00:00,BTC/EUR,38612.0,39265.0,37766.0,38916.0,20786320.84448592,534.13302612
1644278400000,2022-02-08 00:00:00,BTC/EUR,38379.566783,39765.6784,37394.95405,38580.0,25049303.0615208,649.28209076
1644192000000,2022-02-07 00:00:00,BTC/EUR,37063.0,39005.0,36411.0,38349.0,22955135.100815248,598.58497225
1644105600000,2022-02-06 00:00:00,BTC/EUR,36194.0,37309.0,35966.0,37058.0,6879988.6652301,185.65461345
1644019200000,2022-02-05 00:00:00,BTC/EUR,36312.0,36638.0,35795.0,36194.0,7743572.204849401,213.94629510000001
1643932800000,2022-02-04 00:00:00,BTC/EUR,32662.0,36456.0,32366.0,36315.0,30614549.1925482,843.02765228
1643846400000,2022-02-03 00:00:00,BTC/EUR,32695.0,32883.0,31761.0,32671.0,32288071.87432933,988.27926523
1643760000000,2022-02-02 00:00:00,BTC/EUR,34346.0,34490.0,32400.240015,32689.0,11686031.2195447,357.4912423
1643673600000,2022-02-01 00:00:00,BTC/EUR,34197.94952081,35069.0,33754.0,34341.0,15839998.00313079,461.25616619
1643587200000,2022-01-31 00:00:00,BTC/EUR,34030.0,34513.0,32880.0,34319.0,16900299.62690169,492.44732151
1643500800000,2022-01-30 00:00:00,BTC/EUR,34268.0,34440.0,33544.0,34011.0,3705736.1583207604,108.95698916
1643414400000,2022-01-29 00:00:00,BTC/EUR,33858.0,34846.0,33502.0,34278.0,11440076.376445381,333.74398671
1643328000000,2022-01-28 00:00:00,BTC/EUR,33342.807859,34123.0,32501.0,33898.80927358,13804994.158365855,407.24127054
1643241600000,2022-01-27 00:00:00,BTC/EUR,32787.0,33413.0,31690.0,33387.0,15861612.17580669,475.08348087
1643155200000,2022-01-26 00:00:00,BTC/EUR,32736.0,34524.0,32283.0,32770.0,23203328.0700817,708.06616021
1643068800000,2022-01-25 00:00:00,BTC/EUR,32391.0,33262.0,31617.43533059,32727.0,14794318.30702308,452.05238204
1642982400000,2022-01-24 00:00:00,BTC/EUR,32002.0,33204.0,29136.893625,32419.0,47567377.42985401,1467.26849779
1642896000000,2022-01-23 00:00:00,BTC/EUR,30923.0,32227.0,30547.0,32019.0,14245218.44455554,444.89891766
1642809600000,2022-01-22 00:00:00,BTC/EUR,32141.0,32480.0,29250.0,30944.0,31568900.13879968,1020.19454947
1642723200000,2022-01-21 00:00:00,BTC/EUR,35974.0,36377.0,31214.0,32188.0,47446833.86455012,1474.05349399
1642636800000,2022-01-20 00:00:00,BTC/EUR,36776.0,38393.0,35870.0,35977.0,20796693.902659137,578.05525482
1642550400000,2022-01-19 00:00:00,BTC/EUR,37404.0,37567.0,36313.0,36739.0,24020797.64353276,653.82284884
1642464000000,2022-01-18 00:00:00,BTC/EUR,37005.0,37693.0,36278.0,37405.0,14943736.1835957,399.51172794
1642377600000,2022-01-17 00:00:00,BTC/EUR,37762.0,37866.0,36365.0,37028.0,10573926.60889116,285.56569647
1642291200000,2022-01-16 00:00:00,BTC/EUR,37742.0,38093.0,37326.0,37767.96877,3614128.4184906324,95.69295189
1642204800000,2022-01-15 00:00:00,BTC/EUR,37771.0,38374.0,37298.0,37731.0,2350308.6159629403,62.29118274
1642118400000,2022-01-14 00:00:00,BTC/EUR,37183.916384,38075.0,36445.0,37745.0,15872845.35972805,420.52842389
1642032000000,2022-01-13 00:00:00,BTC/EUR,38378.0,38732.0,36945.0,37143.0,13558359.344278231,365.03134761
1641945600000,2022-01-12 00:00:00,BTC/EUR,37600.0,38704.0,37356.0,38372.0,19747222.09205132,514.62582331
1641859200000,2022-01-11 00:00:00,BTC/EUR,36926.0,37951.0,36440.0,37600.0,14891567.750128001,396.05233378
1641772800000,2022-01-10 00:00:00,BTC/EUR,36855.0,37295.0,35112.0,36896.0,20775616.76757792,563.08588377
1641686400000,2022-01-09 00:00:00,BTC/EUR,36691.0,37671.0,36298.0,36872.0,7391993.328786881,200.47714604
1641600000000,2022-01-08 00:00:00,BTC/EUR,36575.0,37245.0,35696.0,36702.0,5258674.57219758,143.28032729
1641513600000,2022-01-07 00:00:00,BTC/EUR,38154.0,38184.0,35799.0,36552.0,25098603.81669888,686.65473344
1641427200000,2022-01-06 00:00:00,BTC/EUR,38415.0,38721.0,37527.0,38182.0,15627423.4424932,409.2877126
1641340800000,2022-01-05 00:00:00,BTC/EUR,40616.0,41613.0,37572.0,38410.0,20379723.0132301,530.58378061
1641254400000,2022-01-04 00:00:00,BTC/EUR,41110.0,42247.0,40379.0,40620.0,14841912.5439696,365.38435608
1641168000000,2022-01-03 00:00:00,BTC/EUR,41601.0,41902.0,40436.0,41105.915025,11977054.017400973,291.37057307
1641081600000,2022-01-02 00:00:00,BTC/EUR,41989.0,42220.0,41023.0,41600.0,5851753.702496,140.66715631
1640995200000,2022-01-01 00:00:00,BTC/EUR,40632.0,42173.0,40632.0,42017.0,7089523.437288051,168.72988165
1640908800000,2021-12-31 00:00:00,BTC/EUR,41635.279965,43000.0,40107.0,40643.87811,17774819.07173728,437.33078383000003
1640822400000,2021-12-30 00:00:00,BTC/EUR,40915.0,42375.0,40492.0,41638.812345,14511352.747284751,348.50544312
1640736000000,2021-12-29 00:00:00,BTC/EUR,42046.0,42651.0,40591.0,40916.0,13031991.065154519,318.50598947
1640649600000,2021-12-28 00:00:00,BTC/EUR,44755.0,44755.0,41852.0,42022.0,27253252.68111414,648.54725337
1640563200000,2021-12-27 00:00:00,BTC/EUR,44878.0,45982.0,44602.0,44734.07707,16962488.1539384,379.18493607
1640476800000,2021-12-26 00:00:00,BTC/EUR,44473.0,45235.0,43592.0,44844.0,5904994.2572154,131.67858035
1640390400000,2021-12-25 00:00:00,BTC/EUR,44823.0,45121.028876,44255.0,44474.0,2592044.25192252,58.28223798
1640304000000,2021-12-24 00:00:00,BTC/EUR,44880.69119376,45778.0,44534.0,44821.215516,10432492.302391205,232.75790677
1640217600000,2021-12-23 00:00:00,BTC/EUR,42926.0,45368.0,42420.0,44880.0,16539280.052512798,368.52228281
1640131200000,2021-12-22 00:00:00,BTC/EUR,43340.0,43970.0,42815.0,42916.0,12102827.142206,282.0120035
1640044800000,2021-12-21 00:00:00,BTC/EUR,41626.0,43722.914315,41394.0,43347.490305,14763681.579736127,340.58907392
1639958400000,2021-12-20 00:00:00,BTC/EUR,41538.57147,42155.0,40382.0,41590.0,18314141.240629,440.3496331
1639872000000,2021-12-19 00:00:00,BTC/EUR,41706.0,43022.0,41340.0,41555.0,12803637.041435601,308.11303192
1639785600000,2021-12-18 00:00:00,BTC/EUR,41082.0,42251.0,40508.0,41709.0,8280028.101367351,198.51897915
1639699200000,2021-12-17 00:00:00,BTC/EUR,42018.0,42410.0,40286.304045,41093.0,22364455.81866171,544.24003647
1639612800000,2021-12-16 00:00:00,BTC/EUR,43295.0,43810.0,41975.0,42049.0,15551424.11630584,369.84052216
1639526400000,2021-12-15 00:00:00,BTC/EUR,42959.0,43867.0,41418.546,43295.0,34005568.3225384,785.43869552
1639440000000,2021-12-14 00:00:00,BTC/EUR,41447.0,43246.0,41077.0,42989.0,18510165.772054512,430.57911959
1639353600000,2021-12-13 00:00:00,BTC/EUR,44312.0,44415.0,40557.0,41421.0,40292830.328093134,972.76334053
1639267200000,2021-12-12 00:00:00,BTC/EUR,43676.0,44889.0,43025.0,44311.0,7773377.8914573,175.4277243
1639180800000,2021-12-11 00:00:00,BTC/EUR,41698.0,43759.0,41419.0,43674.0,7674073.12660032,175.71262368
1639094400000,2021-12-10 00:00:00,BTC/EUR,42148.0,44406.0,41576.74137451,41742.0,34664462.82445626,830.44566203
1639008000000,2021-12-09 00:00:00,BTC/EUR,44525.0,44829.0,41980.02104,42154.0,18764754.63626526,445.14766419
1638921600000,2021-12-08 00:00:00,BTC/EUR,44959.0,45306.0,43197.06078,44516.0,17997034.09554548,404.28237253
1638835200000,2021-12-07 00:00:00,BTC/EUR,44757.0,46200.53402,44452.0,44919.144964,17076638.15215723,380.16391821
1638748800000,2021-12-06 00:00:00,BTC/EUR,43768.0,45188.0,41782.0,44829.0,31373909.57763468,699.85744892
1638662400000,2021-12-05 00:00:00,BTC/EUR,43528.0,43991.0,42304.0,43765.0,16922534.2220289,386.66821026
1638576000000,2021-12-04 00:00:00,BTC/EUR,47426.0,47623.0,36054.0,43530.0,47996982.5928492,1102.61848364
1638489600000,2021-12-03 00:00:00,BTC/EUR,50028.374183,50996.520426,44483.0,47502.0,44922555.80899632,945.69819816
1638403200000,2021-12-02 00:00:00,BTC/EUR,50554.04166,50677.0,49273.0,50007.0,17947900.89339546,358.90777078
1638316800000,2021-12-01 00:00:00,BTC/EUR,50287.0,52125.0,49937.0,50579.663247,31074147.06063549,614.3604972
1638230400000,2021-11-30 00:00:00,BTC/EUR,51216.0,52049.74627,49424.0,50246.0,38517733.99842536,766.58309116
1638144000000,2021-11-29 00:00:00,BTC/EUR,50783.0,52231.88936,50296.0,51217.0,23417606.21961385,457.22330905
1638057600000,2021-11-28 00:00:00,BTC/EUR,48391.281088,50806.0,47230.036084,50806.0,22572798.29211246,444.29394741
1637971200000,2021-11-27 00:00:00,BTC/EUR,47537.0,48883.0,47455.0,48412.0,14686049.20273036,303.35555653
1637884800000,2021-11-26 00:00:00,BTC/EUR,52671.0,52834.0,46946.0,47579.0,44448015.27069778,934.19397782
1637798400000,2021-11-25 00:00:00,BTC/EUR,51014.0,53007.0,50906.0,52584.0,16718295.520239599,317.93502815
1637712000000,2021-11-24 00:00:00,BTC/EUR,51211.0,51371.0,49873.0,51046.0,24512799.1623015,480.20999025
1637625600000,2021-11-23 00:00:00,BTC/EUR,50087.0,51433.0,49241.0,51204.01264,29895484.629640274,583.85042672
1637539200000,2021-11-22 00:00:00,BTC/EUR,52056.0,52698.0,49583.0,50097.0,31693285.50448617,632.63839161
1637452800000,2021-11-21 00:00:00,BTC/EUR,53005.0,53234.0,51952.0,52047.0,11734486.00179084,225.45941172
1637366400000,2021-11-20 00:00:00,BTC/EUR,51526.0,53089.0,50930.0,52957.0,10220121.55191998,192.98905814
1637280000000,2021-11-19 00:00:00,BTC/EUR,50069.0,51587.0,49008.0,51528.0,24165037.655147757,468.96905867
1637193600000,2021-11-18 00:00:00,BTC/EUR,53330.0,53810.0,49729.0,50076.857124,41070411.44358281,820.14754524
1637107200000,2021-11-17 00:00:00,BTC/EUR,53048.0,53762.0,51590.0,53368.0,32418257.189489923,607.44748144
1637020800000,2021-11-16 00:00:00,BTC/EUR,55925.0,55925.0,51451.0,53105.0,45443342.94542835,855.72625827
1636934400000,2021-11-15 00:00:00,BTC/EUR,57222.0,57960.0,55750.0,55932.0,20086054.31026572,359.11561021
1636848000000,2021-11-14 00:00:00,BTC/EUR,56302.0,57221.0,55548.0,57221.0,7853600.1201182995,137.2503123
1636761600000,2021-11-13 00:00:00,BTC/EUR,56046.06126,56793.0,55409.0,56283.0,6253598.42459229,111.10989863
1636675200000,2021-11-12 00:00:00,BTC/EUR,56594.0,57187.0,54397.0,56050.0,18794796.3730995,335.32196919
1636588800000,2021-11-11 00:00:00,BTC/EUR,56454.0,57186.0,55820.0,56608.0,13011246.253475841,229.84818848
1636502400000,2021-11-10 00:00:00,BTC/EUR,57735.0,59701.68384,54355.0,56514.0,46968902.1664011,831.10206615
1636416000000,2021-11-09 00:00:00,BTC/EUR,58277.0,59079.0,57231.71051,57733.0,28473376.65955835,493.19066495
1636329600000,2021-11-08 00:00:00,BTC/EUR,54697.0,58396.0,54697.0,58275.0,38346290.76789,658.0230076
1636243200000,2021-11-07 00:00:00,BTC/EUR,53231.0,54753.62529,53149.0,54691.0,14650619.024612479,267.87988928
1636156800000,2021-11-06 00:00:00,BTC/EUR,52777.0,53306.0,52023.0,53230.0,7544695.304854101,141.73765367000001
1636070400000,2021-11-05 00:00:00,BTC/EUR,53148.0,54184.0,52529.0,52816.0,11026780.85111328,208.77728058
1635984000000,2021-11-04 00:00:00,BTC/EUR,54150.0,54294.0,52534.0,53160.0,11200239.2164164,210.68922529
1635897600000,2021-11-03 00:00:00,BTC/EUR,54633.0,54901.0,51956.0,54211.72638,22153763.239803374,408.65260561
